Parent,Total Testfiles,Total Deleted Testfiles,Deleted Testfiles,Total Preserved Testfiles,Computed Final Budget,Algorithm_FAST++_Total Detected Deleted Testfiles,Algorithm_FAST++_Total Failed To Detect Deleted Testfiles,Algorithm_FAST++_Detected Testfiles Line No,Algorithm_FAST++_Detected Testfiles,Algorithm_FAST++_Failed Detected Testfiles,Algorithm_FAST++_False Detected Testfiles Line No,Algorithm_FAST++_False Detected Testfiles,Algorithm_FAST++_Total Detected Deleted And Obsolete Tests,Algorithm_FAST++_Total Detected Deleted And Redundant Tests,Algorithm_FAST++_Max_repetition,Algorithm_FAST++_Total execution time,Algorithm_FAST++_Total preparation time,Algorithm_FAST++_Optimal execution time,Algorithm_FAST++_Optimal preparation time,Algorithm_FAST-all_Total Detected Deleted Testfiles,Algorithm_FAST-all_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-all_Detected Testfiles Line No,Algorithm_FAST-all_Detected Testfiles,Algorithm_FAST-all_Failed Detected Testfiles,Algorithm_FAST-all_False Detected Testfiles Line No,Algorithm_FAST-all_False Detected Testfiles,Algorithm_FAST-all_Total Detected Deleted And Obsolete Tests,Algorithm_FAST-all_Total Detected Deleted And Redundant Tests,Algorithm_FAST-all_Max_repetition,Algorithm_FAST-all_Total execution time,Algorithm_FAST-all_Total preparation time,Algorithm_FAST-all_Optimal execution time,Algorithm_FAST-all_Optimal preparation time,Algorithm_FAST-CS_Total Detected Deleted Testfiles,Algorithm_FAST-CS_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-CS_Detected Testfiles Line No,Algorithm_FAST-CS_Detected Testfiles,Algorithm_FAST-CS_Failed Detected Testfiles,Algorithm_FAST-CS_False Detected Testfiles Line No,Algorithm_FAST-CS_False Detected Testfiles,Algorithm_FAST-CS_Total Detected Deleted And Obsolete Tests,Algorithm_FAST-CS_Total Detected Deleted And Redundant Tests,Algorithm_FAST-CS_Max_repetition,Algorithm_FAST-CS_Total execution time,Algorithm_FAST-CS_Total preparation time,Algorithm_FAST-CS_Optimal execution time,Algorithm_FAST-CS_Optimal preparation time,Algorithm_FAST-pw_Total Detected Deleted Testfiles,Algorithm_FAST-pw_Total Failed To Detect Deleted Testfiles,Algorithm_FAST-pw_Detected Testfiles Line No,Algorithm_FAST-pw_Detected Testfiles,Algorithm_FAST-pw_Failed Detected Testfiles,Algorithm_FAST-pw_False Detected Testfiles Line No,Algorithm_FAST-pw_False Detected Testfiles,Algorithm_FAST-pw_Total Detected Deleted And Obsolete Tests,Algorithm_FAST-pw_Total Detected Deleted And Redundant Tests,Algorithm_FAST-pw_Max_repetition,Algorithm_FAST-pw_Total execution time,Algorithm_FAST-pw_Total preparation time,Algorithm_FAST-pw_Optimal execution time,Algorithm_FAST-pw_Optimal preparation time
b9b73fbef5c0f18aaef22ef60442518d7f23ec83,496,1,['src/test/java/org/apache/commons/math3/geometry/spherical/twod/SphericalCapGeneratorTest.java'],495,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
d442a770f2ea6b8c0b50a001b1ef1d92511e9832,497,2,"['src/test/java/org/apache/commons/math4/util/CombinationsTest.java', 'src/test/java/org/apache/commons/math4/util/FactorialLogTest.java']",495,99,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0
6aa45e2047db100c6230dbf6db62498f1dcaa79a,20,3,"['src/test/org/apache/commons/math/distribution/ChiSquareDistributionTest.java', 'src/test/org/apache/commons/math/distribution/GammaDistributionTest.java', 'src/test/org/apache/commons/math/distribution/DistributionFactoryImplTest.java']",17,85,0,3,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,3,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,3,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,3,[],[],[],[],[],0,0,0,0.0,0.0,0,0
2ec4deacfda46ad85e3effb3171a5e330ea8e714,501,2,"['src/test/java/org/apache/commons/math4/special/BetaTest.java', 'src/test/java/org/apache/commons/math4/special/GammaTest.java']",499,99,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0
0737cf82db33f55cdfcb68e8f02f0b8fed40fa15,479,6,"['src/test/java/org/apache/commons/math4/optim/nonlinear/vector/jacobian/AbstractLeastSquaresOptimizerTest.java', 'src/test/java/org/apache/commons/math4/optim/nonlinear/vector/MultiStartMultivariateVectorOptimizerTest.java', 'src/test/java/org/apache/commons/math4/optim/nonlinear/vector/jacobian/AbstractLeastSquaresOptimizerAbstractTest.java', 'src/test/java/org/apache/commons/math4/optim/nonlinear/vector/jacobian/LevenbergMarquardtOptimizerTest.java', 'src/test/java/org/apache/commons/math4/optim/nonlinear/vector/jacobian/GaussNewtonOptimizerTest.java', 'src/test/java/org/apache/commons/math4/optim/nonlinear/vector/jacobian/MinpackTest.java']",473,98,0,6,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,6,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,6,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,6,[],[],[],[],[],0,0,0,0.0,0.0,0,0
3a0df1ba4839d20d4ace6c0060c8e989b8c8f985,237,2,"['src/test/org/apache/commons/math/optimization/general/WeightedMeasurementTest.java', 'src/test/org/apache/commons/math/optimization/general/EstimatedParameterTest.java']",235,99,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,2,[],[],[],[],[],0,0,0,0.0,0.0,0,0
06ec87572a446d19c83a771395b9d6bbaf27f102,287,5,"['src/test/java/org/apache/commons/math/estimation/WeightedMeasurementTest.java', 'src/test/java/org/apache/commons/math/estimation/LevenbergMarquardtEstimatorTest.java', 'src/test/java/org/apache/commons/math/estimation/EstimatedParameterTest.java', 'src/test/java/org/apache/commons/math/estimation/GaussNewtonEstimatorTest.java', 'src/test/java/org/apache/commons/math/estimation/MinpackTest.java']",282,98,0,5,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,5,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,5,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,5,[],[],[],[],[],0,0,0,0.0,0.0,0,0
3aa34dbc9d8d6f900a6077b62deeb046502d5bb5,473,1,['src/test/java/org/apache/commons/math4/analysis/interpolation/MicrosphereInterpolatorTest.java'],472,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
b0904d39a2298d386afc6e7089e78d0b2fbb79cf,505,1,['src/test/java/org/apache/commons/math4/random/JDKRandomAdaptorTest.java'],504,99,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,1,[],[],[],[],[],0,0,0,0.0,0.0,0,0
0e3b77d76ca36a44c3e53308091a630915c0f012,415,4,"['src/test/java/org/apache/commons/math4/geometry/euclidean/threed/FieldRotationDSTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/FieldVector3DTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/FieldRotationDfpTest.java', 'src/test/java/org/apache/commons/math4/geometry/euclidean/threed/RotationOrderTest.java']",411,99,0,4,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,4,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,4,[],[],[],[],[],0,0,0,0.0,0.0,0,0,0,4,[],[],[],[],[],0,0,0,0.0,0.0,0,0
